nombre_producto,marca,supermercado,categoria,precio,precio_promedio_cat,dif_porcentual_promedio,prediction
Yoghurt con cereal soprole 1+1 choco krispis 140 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",760.0,9088.284482758621,-91.64,0
Bebida de coco vilay sin azúcar 1 l,Vilay,Unimarc,"Lácteos, Huevos y Refrigerados",2450.0,9088.284482758621,-73.04,0
Yoghurt protein soprole con granola berries 150 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",920.0,9088.284482758621,-89.88,0
Postre sémola soprole frambuesa 140 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",730.0,9088.284482758621,-91.97,0
Yoghurt griego danone oikos nuts caramel crunch 142 g,Oikos,Unimarc,"Lácteos, Huevos y Refrigerados",1190.0,9088.284482758621,-86.91,0
Yoghurt griego danone oikos trozos frutilla 110 g,Oikos,Unimarc,"Lácteos, Huevos y Refrigerados",650.0,9088.284482758621,-92.85,0
Postre chandelle nestlé crema piña colada 120 g,Chandelle,Unimarc,"Lácteos, Huevos y Refrigerados",810.0,9088.284482758621,-91.09,0
Margarina soprole pote 500 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2790.0,9088.284482758621,-69.3,0
Jalea nestlé frambuesa pote 110 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",390.0,9088.284482758621,-95.71,0
Pack leche semidescremada colun sabor frutilla 6 un de 200 ml,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",3750.0,9088.284482758621,-58.74,0
Yoghurt soprole proteína frutos secos 150 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",920.0,9088.284482758621,-89.88,0
Leche cultivada soprole sabor chirimoya cajita 170 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",620.0,9088.284482758621,-93.18,0
Postre leche asada postres de la abuela 120 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",710.0,9088.284482758621,-92.19,0
Postre del sur colun sabor manjar 110 g,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",650.0,9088.284482758621,-92.85,0
Saborizante para leche milo activ-go 620 g,Milo,Unimarc,"Lácteos, Huevos y Refrigerados",6990.0,9088.284482758621,-23.09,0
Leche cultivada soprole sabor frutilla cajita 170 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",620.0,9088.284482758621,-93.18,0
Leche en polvo colun entera instantánea bolsa 1.4 kg,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",13590.0,9088.284482758621,49.53,0
Pack yoghurt danone surtido 12 un de 110 g,Calan,Unimarc,"Lácteos, Huevos y Refrigerados",3090.0,9088.284482758621,-66.0,0
Leche soprole semidescremada con avena y chocolate 200 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",600.0,9088.284482758621,-93.4,0
Margarina soprole 250 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",1550.0,9088.284482758621,-82.95,0
Compota vivo mifrut durazno 90 g,Vivo,Unimarc,"Lácteos, Huevos y Refrigerados",560.0,9088.284482758621,-93.84,0
Probiótico soprole uno multifruta cajitas 6 un de 80 ml,Uno,Unimarc,"Lácteos, Huevos y Refrigerados",2250.0,9088.284482758621,-75.24,2
Yoghurt griego danone oikos colchón de fruta frutilla 150 g,Oikos,Unimarc,"Lácteos, Huevos y Refrigerados",780.0,9088.284482758621,-91.42,0
Huevos gallina libre nuestra cocina 12 un,Nuestra Cocina,Unimarc,"Lácteos, Huevos y Refrigerados",4650.0,9088.284482758621,-48.84,0
Yogurt batido danone chirimoya bolsa 1 kg,Calan,Unimarc,"Lácteos, Huevos y Refrigerados",1790.0,9088.284482758621,-80.3,0
Leche en polvo colun entera instantánea 400 g,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",3850.0,9088.284482758621,-57.64,0
Margarina sureña mix pote 450 g,Sureña,Unimarc,"Lácteos, Huevos y Refrigerados",3790.0,9088.284482758621,-58.3,2
Huevos blanco nuestra cocina grande bandeja 6 un,Nuestra Cocina,Unimarc,"Lácteos, Huevos y Refrigerados",2190.0,9088.284482758621,-75.9,0
Yoghurt batido danone frutilla bolsa 1 kg,Calan,Unimarc,"Lácteos, Huevos y Refrigerados",1790.0,9088.284482758621,-80.3,0
Leche en polvo soprole entera instantánea 800 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",6990.0,9088.284482758621,-23.09,0
Yoghurt batido soprole zerolacto sin lactosa frutilla pote 120 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",380.0,9088.284482758621,-95.82,0
Yoghurt griego nestle natural sin endulzar 120 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",490.0,9088.284482758621,-94.61,0
Postre sémola soprole caramelo 140 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",730.0,9088.284482758621,-91.97,0
Postre chandelle nestlé crema irlandesa 120 g,Chandelle,Unimarc,"Lácteos, Huevos y Refrigerados",810.0,9088.284482758621,-91.09,0
Postre chandelle nestlé crema lúcuma 120 g,Chandelle,Unimarc,"Lácteos, Huevos y Refrigerados",810.0,9088.284482758621,-91.09,0
Pack bebida láctea chamyto nestlé frambuesa 12 un de 80 ml,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",4390.0,9088.284482758621,-51.7,0
Huevo color santa elvira grande bandeja 30 un,Santa Elvira,Unimarc,"Lácteos, Huevos y Refrigerados",10650.0,9088.284482758621,17.18,2
Pack yogu yogu loncoleche frutilla 6 un de 200 ml,Yogu Yogu,Unimarc,"Lácteos, Huevos y Refrigerados",3750.0,9088.284482758621,-58.74,2
Jalea pouch ambrosoli frambuesa squeeze 100 g,Ambrosoli,Unimarc,"Lácteos, Huevos y Refrigerados",630.0,9088.284482758621,-93.07,0
Manteca panadera rancherita 1 kg,Rancherita,Unimarc,"Lácteos, Huevos y Refrigerados",5390.0,9088.284482758621,-40.69,2
Probiótico soprole uno frutilla 18 un de 80 ml,Uno,Unimarc,"Lácteos, Huevos y Refrigerados",6490.0,9088.284482758621,-28.59,2
Leche sin lactosa light colun sabor café cappuccino 330 ml,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",1090.0,9088.284482758621,-88.01,0
Leche en polvo loncoleche protein semidescremada bolsa 550 g,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",11490.0,9088.284482758621,26.43,0
Chiquitín nestlé frutilla 45 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",370.0,9088.284482758621,-95.93,0
Yoghurt danone light natural bolsa 900 g,Danone,Unimarc,"Lácteos, Huevos y Refrigerados",2090.0,9088.284482758621,-77.0,2
Manteca astra pan 200 g,Astra,Unimarc,"Lácteos, Huevos y Refrigerados",2350.0,9088.284482758621,-74.14,2
Batido proteina en línea chocolate 350 g,En Linea,Unimarc,"Lácteos, Huevos y Refrigerados",15950.0,9088.284482758621,75.5,2
Bebida de almendra vilay sin azúcar 1 l,Vilay,Unimarc,"Lácteos, Huevos y Refrigerados",2450.0,9088.284482758621,-73.04,0
Crema vegetal master martini bravo 200 ml,Master Martini,Unimarc,"Lácteos, Huevos y Refrigerados",1250.0,9088.284482758621,-86.25,2
Yoghurt batido yoghito frutilla tetra mini 6 un de 75 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2090.0,9088.284482758621,-77.0,0
Compota nuestra cocina manzana 90 g,Nuestra Cocina,Unimarc,"Lácteos, Huevos y Refrigerados",440.0,9088.284482758621,-95.16,0
Yoghurt batido yoghito damasco tetra 6 un de 115 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2750.0,9088.284482758621,-69.74,0
Yoghurt soprole proteína trozos kiwi plátano manzana 155 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",820.0,9088.284482758621,-90.98,0
Leche sin lactosa soprole entera 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",1450.0,9088.284482758621,-84.05,0
Huevos nuestra cocina blanco grande 12 un,Nuestra Cocina,Unimarc,"Lácteos, Huevos y Refrigerados",4350.0,9088.284482758621,-52.14,0
Leche semidescremada colun origen chocolate 200 ml,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",650.0,9088.284482758621,-92.85,0
Leche semidescremada colun origen chocolate 1 l,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",1950.0,9088.284482758621,-78.54,0
Compota watt's pera pouch 90 g,Watts,Unimarc,"Lácteos, Huevos y Refrigerados",510.0,9088.284482758621,-94.39,0
Leche en polvo nido 1 nutri esencial 500 g,Nido,Unimarc,"Lácteos, Huevos y Refrigerados",3990.0,9088.284482758621,-56.1,0
Leche en polvo calo entera instantánea bolsa 850 g,Calo,Unimarc,"Lácteos, Huevos y Refrigerados",6790.0,9088.284482758621,-25.29,0
Saborizante para leche milo activ-go tarro 700 g,Milo,Unimarc,"Lácteos, Huevos y Refrigerados",8590.0,9088.284482758621,-5.48,0
Compota nuestra cocina manzana plátano 90 g,Nuestra Cocina,Unimarc,"Lácteos, Huevos y Refrigerados",450.0,9088.284482758621,-95.05,0
Leche en polvo nido entera 800 g,Nido,Unimarc,"Lácteos, Huevos y Refrigerados",9990.0,9088.284482758621,9.92,0
Saborizante copacabana cacao amargo caja 150 g,Copacabana,Unimarc,"Lácteos, Huevos y Refrigerados",2990.0,9088.284482758621,-67.1,2
Yoghurt natural quillayes kefir pote 400 g,Quillayes,Unimarc,"Lácteos, Huevos y Refrigerados",2350.0,9088.284482758621,-74.14,0
Kefir soprole natural 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2790.0,9088.284482758621,-69.3,0
Compota vivo mifrut plátano 90 g,Vivo,Unimarc,"Lácteos, Huevos y Refrigerados",560.0,9088.284482758621,-93.84,0
Compota watt's multifruta pouch 90 g,Watts,Unimarc,"Lácteos, Huevos y Refrigerados",510.0,9088.284482758621,-94.39,0
Compota vivo mifrut pera 90 g,Vivo,Unimarc,"Lácteos, Huevos y Refrigerados",560.0,9088.284482758621,-93.84,0
Crema vegetal decor art tipo chantilly 1 l,Decor Art,Unimarc,"Lácteos, Huevos y Refrigerados",5250.0,9088.284482758621,-42.23,2
Yoghurt soprole 1+1 natural botella 1 kg,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2790.0,9088.284482758621,-69.3,0
Pack yoghurt batido yoghito soprole vainilla tetra 6 un de 115 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2750.0,9088.284482758621,-69.74,0
Postre goodnes protein chocolate 115 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",870.0,9088.284482758621,-90.43,0
Mantequilla colun untable con sal pote 200 g,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",3790.0,9088.284482758621,-58.3,0
Leche en polvo nido etapa 5 tarro 1.350 kg,Nido,Unimarc,"Lácteos, Huevos y Refrigerados",17690.0,9088.284482758621,94.65,0
Mantequilla colun con sal pan 125 g,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",1850.0,9088.284482758621,-79.64,0
Yogurt griego oikos choco crunch 142 g,Oikos,Unimarc,"Lácteos, Huevos y Refrigerados",1190.0,9088.284482758621,-86.91,0
Yoghurt batido yoghito mora 120 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",300.0,9088.284482758621,-96.7,0
Mantequilla calo con sal pan 250 g,Calo,Unimarc,"Lácteos, Huevos y Refrigerados",2890.0,9088.284482758621,-68.2,0
Pack leche descremada soprole 12 un de 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",14400.0,9088.284482758621,58.45,0
"Pack leche descremada colun, sin tapa 12 un de 1 l",Colun,Unimarc,"Lácteos, Huevos y Refrigerados",15000.0,9088.284482758621,65.05,0
Crema de leche nestlé cajita 200 ml,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",1490.0,9088.284482758621,-83.61,0
Leche en polvo descremada colun instantánea bolsa 800 g,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",7390.0,9088.284482758621,-18.69,0
Saborizante en polvo edra cacao dulce 200 g,Edra,Unimarc,"Lácteos, Huevos y Refrigerados",1590.0,9088.284482758621,-82.5,2
Yoghurt con cereal soprole 1+1 mini cookies 140 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",760.0,9088.284482758621,-91.64,0
Yogurt batido yogu yogu mora 6 un de 115 ml,Watts,Unimarc,"Lácteos, Huevos y Refrigerados",2590.0,9088.284482758621,-71.5,0
Huevos mediano color la granja 18 un,La Granja,Unimarc,"Lácteos, Huevos y Refrigerados",5890.0,9088.284482758621,-35.19,2
Yoghurt colun origen chirimoya 120 g,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",400.0,9088.284482758621,-95.6,0
Postre del sur colun sabor chocolate 110 g,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",650.0,9088.284482758621,-92.85,0
"Pack leche semidescremada colun, sin tapa 12 un de 1 l",Colun,Unimarc,"Lácteos, Huevos y Refrigerados",15000.0,9088.284482758621,65.05,0
Yoghurt griego quillayes triple 0 trozos berries 800 g,Quillayes,Unimarc,"Lácteos, Huevos y Refrigerados",4490.0,9088.284482758621,-50.6,0
Pack leche semidescremada soprole 12 un de 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",14400.0,9088.284482758621,58.45,0
Leche semidescremada sin lactosa soprole frutilla 6 un de 200 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3190.0,9088.284482758621,-64.9,0
Pack bebida láctea chamyto manzana 12 un de 80 ml,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",4390.0,9088.284482758621,-51.7,0
Mantequilla soprole sin sal 250 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3450.0,9088.284482758621,-62.04,0
Compota nuestra cocina pera y manzana 90 g,Nuestra Cocina,Unimarc,"Lácteos, Huevos y Refrigerados",440.0,9088.284482758621,-95.16,0
Yoghurt colun origen frutilla bolsa 900 g,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",2250.0,9088.284482758621,-75.24,0
Probiótico soprole uno vitamina c frutilla 6 un de 80 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2150.0,9088.284482758621,-76.34,0
Leche proteína soprole sabor vainilla 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2450.0,9088.284482758621,-73.04,0
Leche sin lactosa semidescremada soprole 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",1450.0,9088.284482758621,-84.05,0
Leche en polvo loncoleche descremada 760 g,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",6770.0,9088.284482758621,-25.51,0
Mantequilla los peumos con sal 250 g,Los Peumos,Unimarc,"Lácteos, Huevos y Refrigerados",2790.0,9088.284482758621,-69.3,2
Margarina deline pote 500 g,Deline,Unimarc,"Lácteos, Huevos y Refrigerados",1990.0,9088.284482758621,-78.1,2
Compota watt's manzana pouch 90 g,Watts,Unimarc,"Lácteos, Huevos y Refrigerados",510.0,9088.284482758621,-94.39,0
Mantequilla quilque soprole pote 200 gr,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3090.0,9088.284482758621,-66.0,0
Yoghurt soprole proteína trozos mango maracuyá 155 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",820.0,9088.284482758621,-90.98,0
Huevos medianos blancos yemita 30 un,Yemita,Unimarc,"Lácteos, Huevos y Refrigerados",9990.0,9088.284482758621,9.92,2
Pack yoghurt batido nestlé berries 12 un de 115 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",3390.0,9088.284482758621,-62.7,0
Bebida vegetal loncoleche almendra 1 l,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",2890.0,9088.284482758621,-68.2,0
Leche en polvo nido semidescremada sin lactosa bolsa 700 g,Nido,Unimarc,"Lácteos, Huevos y Refrigerados",9890.0,9088.284482758621,8.82,0
"Pack leche entera natural colun, sin tapa 12 un de 1 l",Colun,Unimarc,"Lácteos, Huevos y Refrigerados",15000.0,9088.284482758621,65.05,0
Leche en polvo nido etapa 3 tarro 1.350 kg,Nido,Unimarc,"Lácteos, Huevos y Refrigerados",17690.0,9088.284482758621,94.65,0
Postre tartufo dolce italia pote 90 g,Dolce Italia,Unimarc,"Lácteos, Huevos y Refrigerados",1750.0,9088.284482758621,-80.74,2
Probiótico soprole uno multifruta 6 un de 80 ml,Uno,Unimarc,"Lácteos, Huevos y Refrigerados",2000.0,9088.284482758621,-77.99,2
Yoghurt batido danone surtido 8 un de 90 gr,Calan,Unimarc,"Lácteos, Huevos y Refrigerados",1590.0,9088.284482758621,-82.5,0
Leche en polvo calo crecer 1+ semidescremada 1.5 kg,Calo,Unimarc,"Lácteos, Huevos y Refrigerados",12240.0,9088.284482758621,34.68,0
Pack leche entera trencito nestlé chocolate 6 un de 200 ml,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",3400.0,9088.284482758621,-62.59,0
Probiótico soprole uno frutilla 12 un de 80 ml,Uno,Unimarc,"Lácteos, Huevos y Refrigerados",3790.0,9088.284482758621,-58.3,2
Probiótico soprole uno frutilla cajitas 12 un de 80 ml,Uno,Unimarc,"Lácteos, Huevos y Refrigerados",4450.0,9088.284482758621,-51.04,2
Leche semidescremada soprole chocolate requetepatitas 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",1590.0,9088.284482758621,-82.5,0
Leche en polvo svelty descremada bolsa 800 g,Svelty,Unimarc,"Lácteos, Huevos y Refrigerados",7290.0,9088.284482758621,-19.79,2
Postre tiramisú dolce italia pote 80 g,Dolce Italia,Unimarc,"Lácteos, Huevos y Refrigerados",1750.0,9088.284482758621,-80.74,2
Leche semidescremada colun origen chocolate 6 un de 200 ml,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",3890.0,9088.284482758621,-57.2,0
Pack leche semidescremada los peumos 12 un de 1 l,Los Peumos,Unimarc,"Lácteos, Huevos y Refrigerados",12000.0,9088.284482758621,32.04,2
Saborizante cola cao chocolate instantáneo bolsa 450 g,Cola Cao,Unimarc,"Lácteos, Huevos y Refrigerados",3590.0,9088.284482758621,-60.5,0
Yoghurt batido yoghito damasco 120 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",300.0,9088.284482758621,-96.7,0
Margarina next soprole light pote 500 g,Next,Unimarc,"Lácteos, Huevos y Refrigerados",2590.0,9088.284482758621,-71.5,2
Yoghurt soprole protein trozo arándano y frutilla 155 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",820.0,9088.284482758621,-90.98,0
Leche en polvo calo crecer 4+ semidescremada 800 g,Calo,Unimarc,"Lácteos, Huevos y Refrigerados",6240.0,9088.284482758621,-31.34,0
Leche semidescremada colun sabor manjar 1 l,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",1590.0,9088.284482758621,-82.5,0
Mantequilla untable soprole pote 200 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3790.0,9088.284482758621,-58.3,0
Leche semidescremada sin lactosa soprole chocolate 6 un de 200 ml,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",3190.0,9088.284482758621,-64.9,0
Mote con huesillo dila pote 400 g,Dila,Unimarc,"Lácteos, Huevos y Refrigerados",1690.0,9088.284482758621,-81.4,2
Huevos extra blanco grande cintazul 12 un,Cintazul,Unimarc,"Lácteos, Huevos y Refrigerados",4790.0,9088.284482758621,-47.29,0
Margarina qualy sabor mantequilla pote 500 gr,Qualy,Unimarc,"Lácteos, Huevos y Refrigerados",2820.0,9088.284482758621,-68.97,2
Yoghurt batido soprole natural 155 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",500.0,9088.284482758621,-94.5,0
Margarina calo light pote 450 g,Calo,Unimarc,"Lácteos, Huevos y Refrigerados",1690.0,9088.284482758621,-81.4,0
Pack yoghurt batido yoghito soprole frutilla tetra 6 un de 115 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2750.0,9088.284482758621,-69.74,0
Mantequilla surlat con sal 200 g,Surlat,Unimarc,"Lácteos, Huevos y Refrigerados",2690.0,9088.284482758621,-70.4,0
Leche loncoleche plátano 1 l,Loncoleche,Unimarc,"Lácteos, Huevos y Refrigerados",1620.0,9088.284482758621,-82.17,0
Bebida vegetal notmilk zero sin azúcar 1 l,Not Milk,Unimarc,"Lácteos, Huevos y Refrigerados",2190.0,9088.284482758621,-75.9,2
Bebida vegetal notmilk original 1 l,Not Milk,Unimarc,"Lácteos, Huevos y Refrigerados",2190.0,9088.284482758621,-75.9,2
Leche semidescremada soprole chocolate 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",1590.0,9088.284482758621,-82.5,0
Postre goodnes protein caramelo 115 g,Nestle,Unimarc,"Lácteos, Huevos y Refrigerados",870.0,9088.284482758621,-90.43,0
Leche soprole zero lacto frutilla 1 l,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",1750.0,9088.284482758621,-80.74,0
Mantequilla con sal quillayes 200 g,Quillayes,Unimarc,"Lácteos, Huevos y Refrigerados",2650.0,9088.284482758621,-70.84,0
Crema para batir de leche colun 200 ml,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",1390.0,9088.284482758621,-84.71,0
Kefir quillayes sin endulzante naranja pomelo 4 un de 80 ml,Quillayes,Unimarc,"Lácteos, Huevos y Refrigerados",2000.0,9088.284482758621,-77.99,0
Huevo coliumo grande color 30 un,Coliumo,Unimarc,"Lácteos, Huevos y Refrigerados",9990.0,9088.284482758621,9.92,2
Margarina calo mix pote 350 g,Calo,Unimarc,"Lácteos, Huevos y Refrigerados",2150.0,9088.284482758621,-76.34,0
Yogurt griego oikos miel granola crunch 142 g,Oikos,Unimarc,"Lácteos, Huevos y Refrigerados",990.0,9088.284482758621,-89.11,0
Mantequilla surlat sin lactosa 200 g,Surlat,Unimarc,"Lácteos, Huevos y Refrigerados",2590.0,9088.284482758621,-71.5,0
Crema para batir loncoleche 500 ml,Watts,Unimarc,"Lácteos, Huevos y Refrigerados",2690.0,9088.284482758621,-70.4,0
Leche en polvo calo crecer 1+ semidescremada 800 g,Calo,Unimarc,"Lácteos, Huevos y Refrigerados",6240.0,9088.284482758621,-31.34,0
Probiótico soprole uno multifruta 12 un de 80 ml,Uno,Unimarc,"Lácteos, Huevos y Refrigerados",3790.0,9088.284482758621,-58.3,2
Margarina calo con leche pote 450 g,Calo,Unimarc,"Lácteos, Huevos y Refrigerados",1850.0,9088.284482758621,-79.64,0
Yoghurt batido yoghito frambuesa tetra 6 un de 115 g,Soprole,Unimarc,"Lácteos, Huevos y Refrigerados",2750.0,9088.284482758621,-69.74,0
Pack yogu yogu loncoleche mora 6 un de 200 ml,Yogu Yogu,Unimarc,"Lácteos, Huevos y Refrigerados",3750.0,9088.284482758621,-58.74,2
Leche semidescremada colun sabor vainilla sin tapa 1 l,Colun,Unimarc,"Lácteos, Huevos y Refrigerados",1590.0,9088.284482758621,-82.5,0
